Employee_ID,Age,Years_Experience,Tenure_TCS,Job_Level,Department,Skill_AI_Basic,Skill_AI_Advanced,Skill_Cloud,Billable_Days,Bench_Days,Project_Type,Performance_Score,Redeployment_Attempts,Geographic_Region,Salary,Client_Satisfaction,Layoff_Status
EMP009419,35,9.7,3.4,Senior,BPO,True,True,Advanced,177,9,Agile,3.9,2,India,112430.42,5.0,False
EMP009420,33,5.9,5.7,Junior,BPO,True,False,Advanced,221,19,Agile,4.6,1,North America,20000.0,3.88,False
EMP009421,37,5.9,2.3,Junior,Consulting,True,False,None,114,4,Agile,4.1,2,India,34471.67,3.31,False
EMP009422,37,8.9,8.5,Senior,IT Services,True,False,Basic,201,22,Waterfall,2.7,0,India,97623.78,3.47,False
EMP009423,37,10.0,4.9,Mid,IT Services,True,False,Basic,121,8,Waterfall,4.5,0,Europe,59489.31,3.69,False
EMP009424,35,4.9,4.9,Mid,BPO,False,False,None,205,18,Waterfall,4.2,4,India,60923.84,4.14,False
EMP009425,41,12.6,2.0,Mid,Consulting,True,False,Advanced,232,10,Waterfall,5.0,1,Others,53106.18,5.0,False
EMP009426,35,12.4,4.0,Junior,Engineering,True,True,Basic,165,14,Waterfall,3.8,2,India,20766.8,2.85,False
EMP009427,27,8.9,3.0,Senior,IT Services,True,False,None,260,10,Waterfall,2.6,1,India,119873.56,3.38,False
EMP009428,30,10.4,3.1,Mid,BPO,True,False,Basic,237,9,Product-Aligned,3.8,1,APAC,53505.77,4.3,False
EMP009429,22,14.6,3.2,Mid,Others,True,False,None,233,19,Agile,3.5,0,India,60329.55,4.59,False
EMP009430,51,12.3,2.8,Mid,BPO,True,False,None,193,9,Agile,5.0,2,North America,56877.04,,False
EMP009431,41,7.3,3.1,Junior,Consulting,True,False,None,182,16,Waterfall,3.5,2,India,33187.03,4.05,False
EMP009432,28,18.7,2.4,Mid,IT Services,True,True,Basic,249,9,Product-Aligned,2.9,3,North America,52009.64,4.99,False
EMP009433,32,8.4,4.6,Junior,BPO,True,False,None,260,4,Agile,3.9,1,India,28440.01,,False
EMP009434,29,10.5,2.0,Junior,BPO,True,True,None,164,8,Product-Aligned,2.5,1,India,27606.21,,False
EMP009435,47,7.6,7.6,Mid,IT Services,True,False,Advanced,181,10,Waterfall,3.9,1,India,71186.62,3.68,False
EMP009436,23,10.9,3.8,Mid,IT Services,True,False,None,217,6,Agile,3.1,0,India,50000.0,3.69,False
EMP009437,35,11.9,6.8,Senior,IT Services,True,False,None,257,4,None,3.8,1,India,98609.42,5.0,False
EMP009438,34,5.2,1.8,Mid,BPO,True,True,None,160,20,Waterfall,2.2,1,India,54224.94,,False
EMP009439,41,7.0,3.5,Junior,Others,False,False,None,151,8,Agile,3.8,0,India,33735.79,5.0,False
EMP009440,34,7.2,4.8,Mid,Engineering,True,False,Basic,141,13,Waterfall,4.0,1,Europe,52854.12,5.0,False
EMP009441,22,7.7,7.7,Junior,IT Services,True,False,None,234,16,Waterfall,3.9,1,Europe,55615.12,3.03,False
EMP009442,32,12.2,5.0,Senior,IT Services,True,False,Basic,234,9,Product-Aligned,3.1,3,Europe,90000.0,3.83,False
EMP009443,27,9.8,9.7,Mid,IT Services,True,True,None,139,10,Agile,3.2,5,India,59058.97,4.2,False
EMP009444,35,1.9,1.9,Mid,Consulting,True,False,None,260,18,Waterfall,3.1,3,India,51530.2,4.39,False
EMP009445,46,9.4,1.9,Junior,Others,True,False,None,138,18,Waterfall,3.9,2,India,45145.68,3.06,False
EMP009446,22,14.8,1.8,Mid,IT Services,True,False,Basic,167,9,Agile,4.7,0,India,60646.38,3.03,False
EMP009447,28,9.0,3.6,Junior,Others,False,False,Basic,140,14,Product-Aligned,3.4,1,Europe,25926.26,4.0,False
EMP009448,30,6.4,4.5,Mid,BPO,True,True,None,229,13,Agile,4.6,3,India,67040.95,,False
EMP009449,31,5.5,3.8,Mid,BPO,True,False,Basic,256,13,Product-Aligned,3.0,0,India,62011.4,3.46,False
EMP009450,40,10.3,1.7,Junior,IT Services,True,False,None,239,20,None,4.5,0,Europe,28370.31,4.3,False
EMP009451,33,4.2,4.2,Junior,Engineering,True,True,None,196,5,Agile,4.1,4,Europe,53146.99,4.28,False
EMP009452,38,14.4,2.9,Senior,Consulting,True,False,Advanced,202,36,Agile,2.6,0,India,137636.78,5.0,True
EMP009453,29,7.2,4.9,Mid,Others,True,False,None,196,11,Agile,4.0,0,India,59485.85,3.92,False
EMP009454,36,2.6,2.6,Mid,BPO,True,True,None,205,21,None,3.4,1,North America,52326.16,,False
EMP009455,41,5.5,5.2,Junior,IT Services,True,False,None,220,10,Agile,4.3,4,India,26320.1,2.97,False
EMP009456,29,11.7,2.6,Mid,BPO,True,False,None,190,21,Waterfall,4.1,1,APAC,62602.68,3.05,False
EMP009457,41,8.1,4.0,Junior,BPO,True,False,Basic,173,16,Product-Aligned,3.4,1,North America,31080.7,3.0,False
EMP009458,35,12.4,4.4,Mid,Engineering,True,False,Basic,229,6,None,3.0,0,India,55837.61,5.0,False
EMP009459,43,13.6,5.1,Senior,IT Services,True,False,None,130,11,Product-Aligned,3.4,0,North America,124419.58,3.77,False
EMP009460,33,9.8,2.4,Junior,Consulting,True,False,Basic,230,17,Agile,3.7,1,APAC,36219.77,4.16,False
EMP009461,38,8.7,4.7,Mid,Engineering,True,False,None,260,6,Agile,4.0,0,India,75329.23,3.5,False
EMP009462,34,9.3,4.8,Junior,Engineering,True,False,None,179,15,Agile,3.9,1,India,32062.15,4.82,False
EMP009463,34,6.5,5.9,Junior,IT Services,False,False,Basic,192,5,Agile,3.2,1,India,20000.0,3.38,False
EMP009464,37,10.4,5.8,Senior,Consulting,True,False,None,195,10,Agile,2.5,1,North America,118345.19,3.31,False
EMP009465,39,8.5,3.7,Junior,IT Services,True,False,Basic,199,3,Waterfall,3.8,2,Europe,35605.18,4.45,False
EMP009466,25,8.3,3.2,Junior,IT Services,True,False,Basic,204,16,Agile,4.0,0,APAC,21513.11,4.41,False
EMP009467,46,4.3,3.5,Mid,Consulting,True,False,Basic,197,16,Agile,3.6,3,India,66972.07,3.47,False
EMP009468,22,7.9,7.9,Senior,IT Services,True,False,Basic,178,7,None,1.7,0,Europe,179789.19,3.63,False
EMP009469,29,7.7,3.3,Mid,Engineering,True,True,Advanced,213,14,Product-Aligned,3.3,3,North America,54938.7,4.37,False
EMP009470,34,8.6,2.5,Senior,BPO,True,False,Basic,233,3,Agile,2.2,4,Europe,119268.24,4.24,False
EMP009471,38,13.2,5.0,Mid,IT Services,True,False,Basic,181,17,Agile,3.8,1,India,50000.0,4.2,False
EMP009472,47,10.8,9.0,Junior,Others,True,False,Basic,160,10,Product-Aligned,2.3,1,India,28617.64,3.47,False
EMP009473,22,8.8,2.5,Mid,Engineering,True,False,Basic,247,20,Waterfall,3.6,0,India,96427.36,,False
EMP009474,30,6.7,1.6,Junior,Consulting,False,False,Advanced,204,14,Agile,3.6,2,APAC,20285.36,3.89,False
EMP009475,22,11.8,3.2,Junior,IT Services,True,False,None,136,15,Product-Aligned,4.3,1,North America,32419.71,3.96,False
EMP009476,35,6.1,6.1,Junior,IT Services,True,False,None,240,18,Agile,3.5,1,North America,22915.21,4.26,False
EMP009477,37,7.7,1.8,Junior,BPO,True,False,None,157,12,Waterfall,3.7,0,India,26977.45,5.0,False
EMP009478,47,7.7,4.5,Junior,BPO,True,False,None,185,14,Waterfall,3.7,0,India,26545.48,,False
EMP009479,35,5.6,5.6,Junior,IT Services,True,False,Basic,189,22,Agile,3.5,4,India,46168.24,4.32,False
EMP009480,43,8.2,2.9,Junior,IT Services,True,False,Basic,176,5,Agile,4.3,2,Europe,40306.11,4.49,False
EMP009481,39,6.1,3.6,Junior,Consulting,True,True,Advanced,230,7,Waterfall,4.4,0,India,41203.24,3.57,False
EMP009482,31,3.5,3.5,Junior,Consulting,True,False,Advanced,260,9,Product-Aligned,3.1,1,India,46464.92,3.63,False
EMP009483,23,6.0,2.2,Senior,Engineering,True,False,None,237,15,Agile,2.9,2,North America,109269.06,,False
EMP009484,37,10.3,10.3,Mid,Others,True,False,None,222,10,Agile,3.9,2,North America,82158.16,3.55,False
EMP009485,23,17.0,5.4,Mid,Consulting,True,False,Advanced,184,9,Waterfall,3.5,0,Europe,63489.77,3.11,False
EMP009486,45,9.5,4.6,Mid,Others,True,False,None,260,20,Product-Aligned,3.4,4,India,54302.89,4.65,False
EMP009487,33,9.6,3.9,Mid,IT Services,True,True,Advanced,218,14,None,2.3,1,India,64828.51,3.76,False
EMP009488,44,10.9,6.2,Junior,Engineering,True,False,None,245,5,Agile,4.4,2,India,23042.48,4.9,False
EMP009489,31,13.0,7.8,Mid,Consulting,True,False,Advanced,176,6,Agile,2.4,2,Europe,50861.21,4.42,False
EMP009490,37,10.1,2.1,Senior,Consulting,True,False,None,260,9,Agile,3.3,4,India,126556.35,3.58,False
EMP009491,36,7.9,2.2,Mid,IT Services,True,False,Basic,119,20,Waterfall,2.9,1,Europe,82185.4,4.35,True
EMP009492,34,8.3,6.1,Senior,Engineering,True,False,Advanced,123,6,Waterfall,2.5,2,India,111703.68,4.49,True
EMP009493,31,9.2,4.3,Junior,IT Services,True,False,Basic,232,3,Agile,5.0,0,APAC,23998.76,4.7,False
EMP009494,38,12.2,5.8,Senior,Engineering,True,False,Basic,140,3,Product-Aligned,3.2,0,India,128076.35,,False
EMP009495,27,7.0,2.6,Mid,IT Services,True,False,None,176,9,Product-Aligned,3.5,2,India,68790.94,4.57,False
EMP009496,25,13.8,3.7,Mid,Consulting,True,False,Basic,196,13,Waterfall,4.8,1,Europe,60756.12,4.58,False
EMP009497,44,17.2,5.0,Mid,Others,True,False,None,201,16,Agile,3.8,0,Others,65226.88,2.46,False
EMP009498,40,11.8,2.9,Junior,Consulting,True,False,None,260,2,Agile,3.4,1,Europe,23633.59,4.32,False
EMP009499,35,4.4,4.4,Mid,BPO,True,False,None,201,13,Waterfall,3.3,1,Europe,56868.81,5.0,False
EMP009500,48,5.6,5.6,Junior,Engineering,True,False,Basic,144,8,Product-Aligned,3.3,0,India,35393.51,,False
EMP009501,32,15.0,5.8,Junior,Consulting,False,False,Advanced,206,28,Product-Aligned,4.5,5,India,35319.39,4.13,False
EMP009502,45,7.6,4.4,Junior,IT Services,True,True,Basic,174,16,Product-Aligned,4.1,1,India,25003.3,4.99,False
EMP009503,36,12.3,2.9,Mid,Consulting,False,False,None,188,13,Agile,3.0,0,India,54583.21,4.26,False
EMP009504,26,3.5,3.5,Senior,IT Services,True,False,Basic,208,3,Waterfall,3.0,0,India,157671.88,3.7,False
EMP009505,49,10.3,6.6,Mid,Engineering,True,False,Advanced,232,5,Product-Aligned,4.5,0,India,78379.88,3.71,False
EMP009506,42,6.5,1.9,Junior,IT Services,False,False,Basic,221,12,Product-Aligned,3.2,2,APAC,24218.13,4.26,False
EMP009507,34,9.8,6.6,Senior,Consulting,True,False,None,205,6,Product-Aligned,4.7,5,India,95649.26,4.21,False
EMP009508,40,8.8,2.1,Junior,IT Services,True,False,Advanced,243,9,Agile,2.1,0,Europe,29484.42,3.95,False
EMP009509,31,7.3,2.2,Junior,Engineering,True,False,Advanced,215,21,Waterfall,4.6,5,India,21642.36,3.37,False
EMP009510,41,12.0,3.3,Mid,Others,True,False,Basic,221,26,Product-Aligned,3.6,1,India,81741.53,3.79,False
EMP009511,22,9.0,4.4,Junior,Consulting,True,True,Advanced,123,5,Waterfall,3.7,1,India,34224.72,4.34,False
EMP009512,26,16.5,5.4,Mid,Consulting,True,False,Basic,260,11,None,4.1,4,Europe,51377.05,,False
EMP009513,42,9.8,2.6,Junior,Consulting,True,False,Advanced,168,15,Agile,3.1,1,APAC,35693.85,3.61,False
EMP009514,33,13.4,3.4,Mid,BPO,True,False,Basic,170,6,Product-Aligned,4.1,0,India,64556.02,4.07,False
EMP009515,36,7.1,7.1,Junior,BPO,True,False,None,217,4,Product-Aligned,4.4,1,India,27615.81,4.55,False
EMP009516,24,6.1,2.1,Senior,IT Services,True,False,None,166,12,Agile,2.8,4,India,90939.24,4.38,False
EMP009517,49,10.0,2.4,Mid,Consulting,True,False,None,167,3,Agile,3.8,4,APAC,52647.55,3.54,False
EMP009518,44,17.4,2.5,Senior,Others,True,False,None,260,13,Product-Aligned,3.7,1,India,115917.45,3.6,False
EMP009519,33,15.0,1.4,Junior,Others,True,False,Basic,260,18,Product-Aligned,2.6,2,North America,24463.09,3.57,False
EMP009520,31,8.9,6.4,Mid,IT Services,True,False,Basic,192,16,Waterfall,3.0,1,India,62867.48,,False
EMP009521,43,10.3,4.6,Mid,Engineering,False,False,None,182,21,Waterfall,3.4,0,Europe,50000.0,4.69,False
EMP009522,50,9.7,1.8,Senior,Engineering,True,False,None,177,4,Agile,3.4,3,India,108561.7,,False
EMP009523,42,15.2,5.0,Mid,IT Services,True,False,Basic,78,11,Agile,2.8,1,India,69128.9,3.63,True
EMP009524,52,8.5,1.0,Senior,BPO,True,False,None,239,9,Product-Aligned,4.1,1,India,105217.49,4.31,False
EMP009525,27,11.7,2.0,Junior,BPO,True,False,Basic,209,9,Product-Aligned,4.8,3,India,20243.84,4.88,False
EMP009526,28,10.9,6.1,Mid,Engineering,True,False,None,176,14,Product-Aligned,4.0,4,India,66147.05,5.0,False
EMP009527,25,9.8,6.2,Junior,Consulting,False,False,Advanced,260,10,Agile,4.0,2,India,24012.57,3.97,False
EMP009528,38,15.3,4.4,Junior,Consulting,True,False,None,122,22,Waterfall,5.0,3,India,21365.53,,False
EMP009529,36,13.4,2.9,Junior,BPO,True,False,None,260,18,Agile,3.6,0,Europe,42867.84,,False
EMP009530,33,3.2,3.2,Mid,Consulting,True,True,Basic,155,10,Waterfall,3.5,1,India,81457.98,3.75,False
EMP009531,41,14.7,5.9,Mid,Consulting,True,False,Basic,260,10,Agile,5.0,0,APAC,75424.84,4.44,False
EMP009532,44,15.0,2.8,Junior,IT Services,True,False,Advanced,258,6,Agile,4.6,1,North America,30370.15,,False
EMP009533,22,7.3,3.7,Junior,Consulting,True,False,Basic,152,13,Agile,3.9,1,India,36046.86,4.18,False
EMP009534,30,6.9,5.4,Senior,Engineering,True,False,None,224,8,Agile,3.3,1,India,109983.07,,False
EMP009535,41,15.9,4.1,Junior,IT Services,True,False,None,219,6,None,4.1,0,North America,35780.9,4.84,False
EMP009536,31,2.3,2.3,Junior,BPO,True,False,None,176,8,Waterfall,2.6,1,India,47525.23,4.23,False
EMP009537,28,7.9,2.7,Junior,Consulting,True,False,None,237,8,Waterfall,3.4,2,India,24475.48,5.0,False
EMP009538,43,8.0,5.1,Junior,IT Services,True,False,Basic,243,16,Agile,3.3,0,Europe,28041.17,,False
EMP009539,24,9.0,4.2,Junior,Engineering,True,False,Basic,224,5,Agile,3.4,3,India,40158.11,3.45,False
EMP009540,32,8.9,3.2,Junior,Others,True,False,Basic,175,7,Agile,4.2,1,North America,38444.57,,False
EMP009541,37,7.9,6.2,Junior,BPO,True,False,None,260,11,Product-Aligned,2.4,1,Others,57494.01,3.44,False
EMP009542,30,13.2,4.4,Mid,Consulting,False,False,Advanced,172,25,Agile,4.5,1,India,50000.0,2.39,False
EMP009543,41,5.3,2.3,Mid,IT Services,True,False,None,189,3,None,3.1,1,India,60531.14,4.08,False
EMP009544,30,3.5,1.3,Junior,Consulting,True,False,Basic,199,8,Agile,3.6,2,APAC,27187.37,,False
EMP009545,46,12.6,2.6,Junior,IT Services,True,False,Basic,216,4,Waterfall,3.8,2,India,32403.26,2.48,False
EMP009546,33,16.7,3.3,Mid,BPO,True,False,None,186,10,Agile,3.3,2,APAC,50000.0,4.85,False
EMP009547,40,9.3,3.9,Junior,IT Services,True,False,None,189,16,None,3.2,0,Europe,22093.1,4.89,False
EMP009548,40,8.4,4.5,Mid,Engineering,True,False,Basic,139,8,Waterfall,3.2,1,India,55639.65,3.48,False
EMP009549,29,6.0,6.0,Mid,Consulting,True,False,None,117,22,Product-Aligned,4.6,1,India,55858.38,4.65,False
EMP009550,22,14.7,4.4,Senior,IT Services,True,False,Advanced,231,10,Agile,3.5,0,India,151169.11,4.4,False
EMP009551,37,16.2,4.5,Junior,BPO,True,False,Advanced,236,3,Waterfall,3.8,0,India,56483.34,,False
EMP009552,35,7.4,4.8,Mid,Others,True,False,Basic,260,22,Waterfall,3.3,0,India,64855.64,,False
EMP009553,39,13.9,3.2,Mid,Consulting,True,True,None,207,13,Agile,3.5,0,India,90712.67,3.62,False
EMP009554,33,4.9,3.6,Mid,Engineering,True,False,Basic,157,14,Agile,2.8,0,India,58708.35,,False
EMP009555,31,8.1,2.2,Junior,BPO,True,False,Basic,146,11,Waterfall,2.8,1,India,20000.0,4.18,False
EMP009556,51,15.5,6.4,Junior,Consulting,True,False,Basic,169,5,Product-Aligned,3.1,4,India,27524.21,3.92,False
EMP009557,23,7.8,3.2,Mid,Engineering,True,True,None,216,15,Waterfall,4.2,0,Europe,65124.86,3.2,False
EMP009558,40,9.6,5.7,Junior,Consulting,False,False,Basic,165,11,None,2.9,1,North America,29284.37,4.5,False
EMP009559,30,8.9,0.6,Mid,BPO,True,False,None,233,5,Waterfall,2.7,1,India,69131.44,3.67,False
EMP009560,32,6.7,2.5,Junior,Consulting,True,False,Basic,223,4,Agile,4.4,0,India,27034.18,5.0,False
EMP009561,32,9.0,9.0,Mid,IT Services,True,True,Basic,215,12,Agile,2.4,1,India,56836.78,,False
EMP009562,28,9.0,5.1,Junior,Engineering,True,False,Basic,138,10,Product-Aligned,2.1,0,India,31494.84,4.44,False
EMP009563,39,12.1,5.2,Junior,BPO,True,True,None,249,13,Product-Aligned,2.6,2,Europe,21944.25,,False
EMP009564,46,6.2,6.2,Senior,BPO,True,False,None,260,8,Waterfall,2.9,0,APAC,158288.9,3.91,False
EMP009565,38,10.0,3.9,Junior,Engineering,True,False,None,157,26,Agile,2.9,0,India,28154.08,,False
EMP009566,35,12.5,3.5,Senior,Consulting,True,True,Advanced,180,3,Waterfall,4.1,0,India,105763.1,3.85,False
EMP009567,27,7.0,3.6,Junior,IT Services,True,False,Basic,154,14,Product-Aligned,3.7,0,India,23275.17,,False
EMP009568,39,16.2,8.3,Mid,Others,True,False,None,209,6,Waterfall,3.4,0,India,71813.79,5.0,False
EMP009569,52,7.5,4.1,Junior,Engineering,True,False,None,221,5,Waterfall,3.7,3,India,22431.5,,False
EMP009570,31,5.9,5.9,Junior,IT Services,True,False,Basic,197,1,None,3.8,1,India,23685.03,5.0,False
EMP009571,31,8.3,4.7,Mid,IT Services,True,False,None,247,14,Product-Aligned,3.9,1,APAC,52904.4,3.23,False
EMP009572,30,6.0,3.3,Mid,BPO,True,False,None,257,20,Agile,4.4,2,Europe,55932.3,3.23,False
EMP009573,31,14.7,3.2,Senior,Consulting,True,False,Basic,145,8,Product-Aligned,4.5,0,India,138974.21,4.03,False
EMP009574,22,11.3,1.8,Senior,Engineering,True,False,Basic,207,18,None,3.6,1,India,96788.85,,False
EMP009575,38,8.5,4.5,Junior,Consulting,True,False,None,216,15,Waterfall,4.1,0,India,23810.59,3.77,False
EMP009576,28,6.8,2.9,Junior,BPO,True,False,None,211,5,Agile,1.9,1,Europe,23987.46,3.98,False
EMP009577,22,7.3,2.1,Senior,Engineering,True,False,Basic,186,8,Agile,4.0,2,APAC,90000.0,3.54,False
EMP009578,41,8.2,5.2,Junior,BPO,True,False,Basic,212,16,Agile,4.8,0,India,20000.0,,False
EMP009579,26,16.1,5.0,Senior,IT Services,False,False,None,139,7,Product-Aligned,3.2,0,India,103033.03,3.51,False
EMP009580,32,8.6,7.4,Junior,Consulting,True,False,None,259,1,Waterfall,3.4,0,India,29495.9,4.17,False
EMP009581,46,4.3,3.3,Senior,BPO,False,False,Basic,188,5,Product-Aligned,2.9,2,India,145808.98,,False
EMP009582,23,8.2,6.4,Junior,Others,True,False,Advanced,177,16,Product-Aligned,3.4,3,India,28174.31,4.18,False
EMP009583,22,8.4,4.5,Junior,Consulting,True,False,None,133,11,Agile,1.4,2,India,22716.68,4.69,True
EMP009584,37,6.5,3.5,Mid,Consulting,False,False,Basic,260,5,Agile,3.6,0,India,54680.34,5.0,False
EMP009585,44,8.0,3.5,Mid,IT Services,True,False,Basic,260,10,Waterfall,3.4,1,Europe,57076.75,3.83,False
EMP009586,22,18.7,6.1,Junior,BPO,True,False,None,205,13,Agile,5.0,0,Others,27770.47,4.4,False
EMP009587,38,10.4,5.1,Mid,IT Services,True,False,None,146,8,Agile,2.6,0,India,78140.25,3.0,True
EMP009588,39,12.6,7.3,Senior,BPO,True,False,Advanced,188,6,Agile,4.3,1,India,90000.0,,False
EMP009589,22,8.5,7.7,Mid,IT Services,True,False,Basic,194,7,Agile,3.9,4,India,53550.98,3.87,False
EMP009590,41,6.5,3.5,Senior,IT Services,True,False,None,169,5,Agile,2.7,0,India,158764.52,4.35,False
EMP009591,42,5.5,4.1,Junior,Engineering,True,False,None,214,8,Agile,3.2,1,North America,28764.35,5.0,False
EMP009592,32,5.4,2.0,Junior,Consulting,True,False,None,230,6,Agile,4.5,1,North America,26526.75,4.67,False
EMP009593,45,9.6,3.7,Mid,Consulting,True,False,Basic,200,21,Product-Aligned,1.6,3,North America,52987.36,3.49,False
EMP009594,44,14.1,7.1,Mid,Consulting,True,True,None,136,9,None,3.4,1,Europe,60552.37,4.64,False
EMP009595,35,13.3,9.2,Junior,Engineering,True,False,Basic,181,7,Agile,3.8,0,India,26422.82,4.59,False
EMP009596,31,14.5,4.5,Junior,Engineering,True,False,None,185,13,None,3.8,0,APAC,26242.98,4.66,False
EMP009597,27,8.0,2.9,Senior,Engineering,True,True,None,185,16,Agile,4.1,1,India,96349.16,3.76,False
EMP009598,34,6.5,6.1,Junior,IT Services,True,False,None,257,10,Agile,3.1,1,India,29273.59,5.0,False
EMP009599,39,14.7,5.5,Mid,IT Services,True,False,Basic,192,8,Agile,3.6,1,Europe,73477.97,,False
EMP009600,32,7.1,2.6,Junior,IT Services,True,True,Advanced,220,8,Agile,2.8,4,India,22246.01,4.14,False
EMP009601,22,10.4,6.6,Mid,BPO,True,True,Advanced,260,9,Agile,3.1,5,India,85067.06,5.0,False
EMP009602,45,9.5,3.3,Senior,Engineering,True,False,None,198,3,Agile,4.0,2,India,132397.08,3.53,False
EMP009603,36,7.7,6.4,Junior,Consulting,True,False,Advanced,200,17,Agile,4.3,1,North America,36079.45,5.0,False
EMP009604,31,10.3,5.2,Mid,BPO,True,False,Basic,204,11,Product-Aligned,2.6,1,India,79895.73,2.85,False
EMP009605,41,6.9,3.6,Senior,Consulting,True,True,Basic,260,12,Agile,3.6,0,Europe,133232.21,2.54,False
EMP009606,47,16.4,5.4,Mid,Engineering,True,False,Basic,260,8,Waterfall,4.3,0,North America,50329.39,3.43,False
EMP009607,22,7.4,1.8,Mid,Others,True,False,Basic,204,7,Agile,2.6,0,India,83020.75,3.83,False
EMP009608,38,13.5,3.2,Mid,Engineering,True,False,None,252,11,Agile,3.8,4,India,88800.95,,False
EMP009609,23,12.0,3.9,Mid,Consulting,True,False,None,251,15,Agile,3.1,1,India,50000.0,2.82,False
EMP009610,38,10.8,3.5,Senior,IT Services,True,False,Basic,252,20,Agile,3.3,0,India,95714.45,4.36,False
EMP009611,36,10.5,2.3,Junior,Consulting,True,False,None,231,21,Product-Aligned,4.0,0,India,20831.71,4.46,False
EMP009612,40,5.2,5.2,Junior,Engineering,True,False,None,202,11,Waterfall,2.7,2,India,41880.06,5.0,False
EMP009613,31,5.2,1.7,Senior,Consulting,True,False,Basic,260,10,Agile,2.7,1,India,104075.59,3.63,False
EMP009614,22,8.4,5.7,Junior,Others,True,False,Basic,131,15,Waterfall,3.6,5,India,21676.97,4.12,False
EMP009615,31,11.5,2.7,Senior,BPO,True,True,None,176,16,Waterfall,5.0,2,Others,108223.55,,False
EMP009616,38,7.3,2.4,Senior,BPO,True,False,None,248,11,None,3.2,1,Europe,121850.1,,False
EMP009617,43,14.8,4.4,Junior,IT Services,True,False,None,155,27,None,4.7,3,Europe,25934.13,4.37,False
EMP009618,25,5.1,3.3,Mid,BPO,True,True,Advanced,260,18,Agile,4.0,1,India,62295.66,4.28,False
EMP009619,43,5.8,2.7,Junior,IT Services,True,True,None,152,21,Agile,5.0,1,India,39510.52,4.71,False
EMP009620,29,11.4,4.0,Junior,BPO,True,True,Basic,240,19,Waterfall,2.9,2,India,40525.01,4.41,False
EMP009621,37,13.4,4.4,Mid,IT Services,True,False,Basic,149,14,Waterfall,5.0,0,India,50090.46,3.53,False
EMP009622,30,10.4,3.1,Mid,Others,True,False,None,235,13,Waterfall,3.1,0,North America,56183.11,4.59,False
EMP009623,36,7.7,2.8,Junior,Others,True,True,Basic,162,8,Agile,4.0,0,India,36606.19,3.99,False
EMP009624,42,5.6,3.1,Mid,BPO,False,False,None,231,4,Waterfall,4.1,1,India,60027.14,4.17,False
EMP009625,25,5.5,5.5,Mid,Engineering,True,False,None,201,19,Agile,5.0,0,Europe,59778.77,5.0,False
EMP009626,29,7.0,7.0,Mid,BPO,True,False,None,219,16,Product-Aligned,3.9,1,India,57502.28,4.89,False
EMP009627,36,5.1,3.8,Senior,BPO,True,False,None,224,10,Agile,3.4,0,India,126238.76,4.5,False
EMP009628,54,14.4,3.8,Senior,Others,True,False,None,236,11,Waterfall,2.8,0,APAC,104617.05,4.13,False
EMP009629,28,4.4,4.4,Senior,Engineering,True,True,None,203,2,Waterfall,2.8,0,India,136424.02,,False
EMP009630,51,6.8,5.6,Junior,BPO,True,False,Basic,203,23,Waterfall,3.1,1,India,47585.66,3.56,False
EMP009631,51,8.8,3.1,Junior,Consulting,True,False,Advanced,194,11,Product-Aligned,3.3,0,India,31259.39,3.8,False
EMP009632,34,10.5,3.8,Junior,IT Services,True,False,Basic,187,9,Agile,3.3,0,India,23380.35,4.92,False
EMP009633,32,7.6,4.2,Mid,IT Services,True,False,Basic,249,11,Waterfall,3.7,3,India,63470.96,2.79,False
EMP009634,29,12.2,5.9,Mid,IT Services,True,True,Basic,208,7,None,3.9,1,India,53074.55,4.92,False
EMP009635,34,9.2,2.8,Junior,Engineering,True,False,Basic,189,16,Product-Aligned,3.1,1,India,28463.99,3.09,False
EMP009636,23,8.3,8.3,Junior,BPO,True,True,None,238,18,Agile,3.8,2,India,39224.62,4.19,False
EMP009637,34,5.4,5.4,Junior,Engineering,True,False,Basic,229,21,Agile,4.3,0,India,26229.86,4.87,False
EMP009638,46,8.8,7.6,Mid,Consulting,True,False,Basic,251,14,Agile,4.0,0,North America,61009.85,4.16,False
EMP009639,30,5.7,5.7,Senior,Consulting,True,True,None,169,10,Waterfall,3.7,1,India,142052.12,3.08,False
EMP009640,33,10.4,7.2,Mid,Others,False,False,None,151,20,Agile,3.0,3,India,72432.88,5.0,False
EMP009641,22,7.4,3.6,Mid,Consulting,True,False,Advanced,205,14,Product-Aligned,2.9,0,India,61407.12,4.57,False
EMP009642,37,10.2,5.4,Junior,Engineering,True,True,None,128,10,Product-Aligned,4.1,4,North America,30162.89,4.4,False
EMP009643,37,17.9,4.0,Mid,IT Services,False,False,None,192,6,Agile,3.5,1,India,50000.0,3.54,False
EMP009644,35,12.7,5.1,Mid,IT Services,True,False,None,176,8,Agile,2.4,5,Europe,61273.81,3.44,False
EMP009645,33,9.4,2.4,Junior,Engineering,False,False,Advanced,173,8,Product-Aligned,2.4,1,India,26051.01,,False
EMP009646,32,10.0,1.3,Mid,Others,True,False,None,123,5,Waterfall,4.1,1,North America,66397.94,4.44,False
EMP009647,39,12.4,4.3,Junior,IT Services,True,False,Advanced,214,10,Product-Aligned,4.3,1,Europe,20000.0,3.2,False
EMP009648,34,4.9,4.9,Senior,IT Services,True,False,None,206,9,Agile,3.9,1,India,167202.59,,False
